zip,"Estimated percent of all people age 25-34, between 2014-2018.","Estimated percent of all people age 35-44, between 2014-2018.","Estimated percent of all people age 45-54, between 2014-2018.","Estimated percent of all people age 55-64, between 2014-2018.","Estimated percent of all people 65 or older, between 2014-2018.",Estimated typical (median) age of all people between 2013-2017.
23450,16.91,12.12,12.1,14.59,9.74,35.0
23451,16.883333333333336,10.585333333333331,11.826,10.99,19.015333333333334,41.13333333333333
23452,17.855217391304343,12.865217391304347,13.30217391304348,11.924782608695654,13.400434782608697,36.52173913043478
23453,17.37090909090909,14.17818181818182,13.176363636363636,11.412727272727272,9.186363636363636,33.36363636363637
23454,15.513684210526316,11.396315789473686,12.787894736842107,11.643684210526313,12.734736842105264,37.26315789473684
23455,19.229230769230767,11.926153846153845,11.765384615384615,11.405384615384616,13.360000000000001,36.15384615384615
23456,13.861999999999998,15.126500000000002,15.0825,12.113499999999998,11.067499999999999,37.1
23457,12.71,10.73,16.01,16.45,17.1,45.0
23459,23.58666666666667,11.556666666666667,6.743333333333333,5.153333333333333,5.4366666666666665,30.0
23460,9.1,1.2,0.46,1.51,0.23,22.0
23461,21.97,6.66,5.58,2.9,2.11,22.0
23462,17.645,13.291363636363632,12.089090909090912,12.333636363636366,13.386818181818184,36.13636363636363
23463,22.81,8.95,9.84,9.06,8.85,30.0
23464,14.82142857142857,13.420476190476192,12.985714285714282,12.942380952380956,13.634285714285719,38.04761904761905
23466,16.93,19.57,10.55,10.78,10.92,37.0
23467,17.35,11.54,13.36,14.38,15.18,39.0
23471,9.57,13.88,13.79,15.45,17.69,44.0
23479,16.91,12.12,12.1,14.59,9.74,35.0
23480,11.0,6.82,13.3,15.54,20.31,46.0
23486,8.66,8.78,14.16,15.37,26.24,51.0
23487,10.2275,9.8325,15.565,18.4875,19.119999999999997,47.75
23488,8.98,11.76,15.37,16.11,24.03,46.0
23501,13.73,4.95,8.01,7.54,15.2,24.0
23502,17.476000000000003,11.895999999999999,13.159,12.877,12.54,36.2
23503,22.19545454545454,12.688181818181818,11.244545454545454,10.443636363636365,10.503636363636362,34.27272727272727
23504,17.932666666666666,10.512,10.549333333333333,10.252666666666666,11.002666666666666,30.933333333333334
23505,20.522307692307695,9.678461538461539,9.401538461538461,10.278461538461539,11.017692307692307,33.0
23507,25.27333333333333,11.056666666666667,9.556666666666667,11.696666666666667,18.043333333333333,32.666666666666664
23508,14.540000000000001,10.122857142857143,10.265714285714285,8.338571428571429,7.95857142857143,29.142857142857142
23509,18.48375,12.92,11.350000000000001,14.775000000000002,15.158750000000001,38.5
23510,21.4225,10.26125,9.338750000000001,8.627500000000001,12.2725,28.25
23511,22.785,7.109999999999999,1.795,0.505,0.0,22.5
23513,20.596666666666664,13.428888888888887,11.85,11.671111111111111,11.042222222222223,34.22222222222222
23514,27.22,14.95,13.0,10.88,12.8,35.0
23515,24.85,7.12,1.95,0.81,0.0,22.0
23517,23.086249999999996,10.9775,10.0,10.535,11.35375,30.875
23518,18.17,13.620625000000002,11.985,13.01,12.905625000000002,36.0
23523,16.145,8.395,10.315000000000001,10.855,8.325,28.0
23529,9.06,3.42,3.29,2.34,2.81,21.0
23541,19.67,12.3,12.52,9.78,9.34,33.0
23551,22.785,7.109999999999999,1.795,0.505,0.0,22.5
23601,18.967000000000002,12.254000000000001,12.304,12.258,12.649000000000001,35.0
23602,17.55388888888889,11.999444444444444,12.776111111111112,12.255555555555553,14.95611111111111,38.166666666666664
23603,18.285,12.204999999999998,8.055,9.131666666666666,6.746666666666667,28.333333333333332
23604,20.130000000000003,8.28,5.96,3.365,3.02,22.5
23605,15.157777777777776,12.496666666666666,12.804444444444444,13.104444444444447,14.844444444444447,37.0
23606,17.04818181818182,11.010909090909092,11.675454545454544,12.393636363636363,13.037272727272727,34.72727272727273
23607,16.111538461538462,10.120000000000001,12.104615384615386,12.12153846153846,12.33076923076923,35.0
23608,17.64692307692308,12.917692307692308,12.224615384615383,11.296153846153846,11.328461538461537,34.23076923076923
23609,20.55,11.83,13.71,12.2,12.43,35.0
23612,23.38,11.5,7.96,15.66,9.28,32.0
23628,18.8,9.12,2.72,0.41,0.07,21.0
23630,15.795,10.495000000000001,10.93,17.46,18.305,39.5
23651,11.55,5.25,13.24,9.45,31.09,45.0
23661,14.781666666666666,10.153333333333332,13.903333333333334,14.141666666666667,17.436666666666667,40.0
23662,12.9725,11.77,14.627500000000001,12.377500000000001,17.355,39.5
23663,14.51875,8.0675,11.415000000000001,12.468750000000002,14.819999999999999,35.25
23664,15.127500000000001,11.1325,13.42,15.3025,14.1325,39.5
23665,15.522499999999999,12.805000000000001,9.835,7.1049999999999995,5.865,29.25
23666,16.194374999999997,11.131875,12.1575,12.475,14.25,36.375
23667,2.22,0.77,1.64,3.68,3.13,20.0
23668,22.7,4.52,6.78,18.84,5.79,30.0
23669,14.804374999999997,9.590625,11.883124999999998,13.957500000000001,13.729999999999999,35.9375
23670,15.795,10.495000000000001,10.93,17.46,18.305,39.5
23681,18.313333333333333,8.79,6.16,8.166666666666666,6.996666666666667,28.0
23690,15.110000000000001,10.643333333333333,11.219999999999999,11.4,13.956666666666665,36.0
23691,17.71,12.21,9.41,7.28,9.41,26.0
23692,11.128000000000002,12.126000000000001,12.638,14.696000000000002,18.604,42.6
23693,10.89,13.838333333333333,14.681666666666667,13.01833333333333,13.328333333333333,40.166666666666664
23694,17.92,11.92,7.55,10.95,10.79,29.0
23696,12.485,12.815000000000001,14.355,13.059999999999999,18.744999999999997,43.0
23701,16.427777777777777,11.40666666666667,11.932222222222222,14.40777777777778,17.132222222222225,40.0
23702,15.347142857142856,11.48142857142857,10.167142857142858,10.614285714285714,10.002857142857142,32.285714285714285
23703,15.733333333333333,11.886666666666665,13.936666666666667,11.056666666666667,14.096666666666666,36.833333333333336
23704,16.0625,11.504166666666665,9.540000000000001,12.044166666666667,11.585833333333333,32.666666666666664
23705,27.7,9.46,11.27,15.11,18.67,41.0
23707,15.586666666666666,10.918888888888889,11.744444444444447,13.202222222222224,12.625555555555556,35.111111111111114
23708,14.69,11.71,8.69,11.54,12.48,30.0
23709,8.85,10.45,0.0,0.0,0.0,22.0
23801,24.39,9.865,9.55,8.505,8.36,32.5
23803,12.815789473684212,10.64421052631579,13.201052631578948,14.792631578947368,15.66421052631579,39.63157894736842
23804,25.25,5.44,14.9,13.89,15.05,41.0
23805,14.882222222222218,10.176666666666668,14.618888888888888,14.538888888888891,16.555555555555557,41.333333333333336
23821,10.979999999999999,9.466666666666667,12.766666666666666,14.126666666666665,22.19666666666667,42.333333333333336
23824,10.58625,11.68625,14.339999999999996,15.55875,19.71875,44.875
23827,12.489999999999998,8.84,13.420000000000002,19.575000000000003,17.23,45.0
23828,12.489999999999998,8.84,13.420000000000002,19.575000000000003,17.23,45.0
23829,10.1675,8.28,18.45,21.94,19.215000000000003,49.5
23830,13.417499999999999,11.795000000000002,14.344999999999999,17.325,19.1525,46.25
23831,11.059999999999999,12.883333333333335,14.479999999999999,14.51222222222222,14.174444444444443,40.0
23832,12.17055555555556,13.421666666666667,14.605000000000002,13.752777777777778,13.123333333333333,39.05555555555556
23833,10.865,11.125,15.552499999999998,15.599999999999998,18.692500000000003,45.25
23834,10.829230769230769,11.65153846153846,13.453076923076923,13.170769230769233,15.05923076923077,37.84615384615385
23836,11.2675,12.0525,17.22,14.649999999999999,12.407499999999999,40.25
23837,11.347999999999999,12.648,15.502,16.702,17.474,44.2
23838,9.554285714285715,12.735714285714286,16.374285714285715,14.968571428571432,14.858571428571429,42.142857142857146
23839,8.425,9.645,16.05,18.4,21.310000000000002,50.0
23840,11.406666666666666,11.409999999999998,15.219999999999999,15.043333333333335,18.543333333333333,44.666666666666664
23841,11.205,11.434999999999999,14.875,14.475000000000001,18.09,44.0
23842,12.506666666666668,12.306666666666667,15.729999999999999,15.435,18.474999999999998,45.5
23843,10.46,8.65,12.985,14.99,24.1,44.5
23844,8.92,9.45,13.13,21.28,17.37,45.0
23845,10.37,10.72,12.09,18.54,23.43,49.0
23846,10.05,10.26,15.15,18.84,17.25,48.0
23847,11.76875,10.567499999999999,12.6375,15.372499999999999,19.528750000000002,43.25
23850,10.233333333333334,11.75,16.569999999999997,14.89,18.493333333333336,45.666666666666664
23851,11.785000000000002,10.483333333333334,13.903333333333334,15.928333333333333,18.233333333333334,43.333333333333336
23856,11.4475,11.04,12.3425,14.012500000000001,21.7925,42.75
23857,10.37,10.72,12.09,18.54,23.43,49.0
23860,15.711000000000002,13.452000000000002,14.046000000000001,12.926999999999998,13.997,37.9
23866,9.5825,12.362499999999999,16.02,16.93,17.485,46.25
23867,10.136666666666668,10.746666666666664,12.049999999999999,17.836666666666666,20.959999999999997,47.666666666666664
23868,14.930000000000001,13.372,14.36,13.780000000000001,18.406,42.4
23870,12.85,15.76,11.07,13.67,20.58,44.0
23872,9.65,13.62,17.25,11.22,16.89,44.0
23873,11.61,11.89,12.71,18.03,25.48,47.0
23874,16.06,8.23,13.71,17.87,17.09,45.0
23875,14.80125,15.04875,12.81625,11.432500000000001,12.223749999999999,36.125
23876,11.61,11.89,12.71,18.03,25.48,47.0
23878,10.586666666666666,15.186666666666667,16.89,14.786666666666667,17.636666666666667,43.666666666666664
23879,14.86,6.53,16.1,11.28,18.28,40.0
23881,8.996666666666668,11.329999999999998,15.866666666666667,17.266666666666666,21.99,49.0
23882,11.7575,12.085,14.8625,16.0625,18.855,46.0
23883,8.425,9.645,16.05,18.4,21.310000000000002,50.0
23884,15.98,18.44,17.75,16.74,14.31,42.0
23885,11.7375,12.042499999999999,15.4775,15.5525,16.5925,42.75
23887,12.614999999999998,8.625,14.095,14.91,20.855,44.5
23888,11.697500000000002,13.075,14.555,14.5625,18.34,44.0
23889,11.61,11.89,12.71,18.03,25.48,47.0
23890,15.911666666666667,12.401666666666669,13.996666666666668,13.933333333333332,17.338333333333335,45.0
23891,12.995000000000001,13.225000000000001,16.490000000000002,15.29,17.8,45.5
23893,10.37,10.72,12.09,18.54,23.43,49.0
23894,9.07,12.875,14.83,10.95,18.04,42.0
23897,12.31,12.735000000000001,14.85,17.65,19.62,48.0
23898,10.406666666666666,10.933333333333332,13.973333333333334,17.616666666666667,17.326666666666668,46.0
23899,6.8,9.03,16.95,17.96,25.37,52.0
23901,10.14,9.626666666666667,11.722222222222221,11.776666666666667,16.283333333333335,37.333333333333336
23909,14.26,9.93,12.41,8.57,19.15,37.0
23915,15.465,13.08,9.965,14.870000000000001,19.950000000000003,41.0
23917,8.575,8.945,10.655000000000001,22.955,29.975,52.5
23919,11.92,11.923333333333332,12.006666666666666,16.666666666666668,23.48333333333333,45.666666666666664
23920,10.248333333333333,10.205,13.223333333333334,16.243333333333332,21.66,45.166666666666664
23921,12.545,11.879999999999999,11.375,15.59,19.494999999999997,44.0
23922,10.4175,10.997499999999999,11.572500000000002,14.647499999999999,17.509999999999998,37.75
23923,9.255,10.594999999999999,11.6975,16.135,21.945,44.75
23924,10.728333333333333,12.908333333333333,10.98166666666667,15.565,24.356666666666666,45.666666666666664
23927,7.9079999999999995,10.77,12.072,18.492,28.668,51.0
23930,11.056666666666667,12.5,12.956666666666669,14.893333333333333,19.040000000000003,43.0
23934,8.600000000000001,9.195,10.004999999999999,13.335,21.325,42.5
23936,12.149999999999999,11.93,14.814999999999998,14.520000000000001,19.45333333333333,43.5
23937,9.105,11.895000000000001,13.175,16.1875,21.985,46.0
23938,9.855,9.91,12.655000000000001,19.305,23.685000000000002,48.0
23939,9.35,10.84,15.63,13.16,19.67,43.0
23942,10.025,11.157499999999999,11.7425,13.655,18.685000000000002,38.25
23943,8.24,9.9,8.1,12.16,17.0,35.0
23944,10.403333333333334,11.313333333333333,13.246666666666668,16.87,21.506666666666664,46.666666666666664
23947,9.13,10.706666666666669,10.136666666666667,14.67,22.683333333333334,44.333333333333336
23950,9.0425,10.52,13.34,16.947499999999998,23.275,47.0
23952,10.19,13.73,10.4,17.34,25.4,48.0
23954,9.215,11.815000000000001,9.25,14.75,21.2,41.5
23955,7.58,12.71,8.86,21.86,20.75,48.0
23958,9.3625,10.315000000000001,12.355,14.232499999999998,19.695,43.25
23959,9.295000000000002,9.375,14.145,17.52,22.689999999999998,48.0
23960,9.496666666666668,10.923333333333334,12.503333333333332,14.14,17.71,41.0
23962,10.346666666666666,11.246666666666668,14.589999999999998,16.099999999999998,18.55333333333333,44.666666666666664
23963,10.125000000000002,9.4225,14.182500000000001,16.1825,21.6075,46.5
23964,7.625,13.74,11.675,15.809999999999999,27.729999999999997,49.5
23966,11.267500000000002,10.1475,12.945000000000002,12.947500000000002,16.98,37.25
23967,8.635,12.68,15.195,16.45,18.445,43.0
23968,9.186666666666666,11.780000000000001,9.736666666666666,17.853333333333335,28.486666666666665,49.666666666666664
23970,10.717142857142857,11.31142857142857,12.028571428571428,16.701428571428572,22.40857142857143,45.42857142857143
23974,10.403333333333334,11.313333333333333,13.246666666666668,16.87,21.506666666666664,46.666666666666664
23976,7.64,15.1,14.01,12.37,17.16,40.0
24001,43.15,15.75,11.43,7.25,5.35,31.0
24002,43.15,15.75,11.43,7.25,5.35,31.0
24003,43.15,15.75,11.43,7.25,5.35,31.0
24004,43.15,15.75,11.43,7.25,5.35,31.0
24005,43.15,15.75,11.43,7.25,5.35,31.0
24006,43.15,15.75,11.43,7.25,5.35,31.0
24007,43.15,15.75,11.43,7.25,5.35,31.0
24008,43.15,15.75,11.43,7.25,5.35,31.0
24009,43.15,15.75,11.43,7.25,5.35,31.0
24010,43.15,15.75,11.43,7.25,5.35,31.0
24011,32.955,14.305,13.705,9.975,8.075,35.5
24012,14.013333333333334,12.455833333333333,12.999166666666666,13.855833333333335,17.56833333333333,40.166666666666664
24013,24.0125,13.6425,14.5275,11.004999999999999,9.9725,37.25
24014,10.798571428571426,12.545714285714284,15.301428571428572,13.408571428571426,22.650000000000002,45.42857142857143
24015,18.412857142857145,13.874285714285715,12.82714285714286,12.81285714285714,15.551428571428572,38.142857142857146
24016,21.252499999999998,12.36875,12.375,12.8525,11.73,35.25
24017,13.0675,10.352500000000001,12.5125,15.171249999999999,17.2325,40.25
24018,12.446363636363635,11.910909090909088,13.728181818181817,15.544545454545455,21.125454545454545,44.63636363636363
24019,12.042307692307693,12.060769230769232,14.24076923076923,13.913076923076924,18.285384615384615,42.30769230769231
24020,10.29,8.18,13.64,13.16,20.59,42.0
24022,20.71,9.17,12.35,12.29,16.48,35.0
24023,20.71,9.17,12.35,12.29,16.48,35.0
24024,20.71,9.17,12.35,12.29,16.48,35.0
24025,20.71,9.17,12.35,12.29,16.48,35.0
24026,20.71,9.17,12.35,12.29,16.48,35.0
24027,20.71,9.17,12.35,12.29,16.48,35.0
24028,20.71,9.17,12.35,12.29,16.48,35.0
24029,20.71,9.17,12.35,12.29,16.48,35.0
24030,20.71,9.17,12.35,12.29,16.48,35.0
24031,20.71,9.17,12.35,12.29,16.48,35.0
24032,20.71,9.17,12.35,12.29,16.48,35.0
24033,20.71,9.17,12.35,12.29,16.48,35.0
24034,20.71,9.17,12.35,12.29,16.48,35.0
24035,20.71,9.17,12.35,12.29,16.48,35.0
24036,20.71,9.17,12.35,12.29,16.48,35.0
24037,20.71,9.17,12.35,12.29,16.48,35.0
24038,20.71,9.17,12.35,12.29,16.48,35.0
24053,7.8549999999999995,12.285,13.399999999999999,19.65,21.575,49.5
24054,10.983333333333333,10.66,14.165000000000001,16.31,20.971666666666664,46.833333333333336
24055,10.057272727272727,10.658181818181818,15.19818181818182,15.047272727272729,22.208181818181814,45.54545454545455
24058,9.07,9.29,16.58,13.99,24.75,50.0
24059,10.91,12.604000000000001,16.722,14.047999999999998,17.023999999999997,43.8
24060,14.495,9.714166666666666,9.033333333333333,8.7825,12.9075,31.166666666666668
24061,13.712500000000002,6.397500000000001,6.5225,4.4575,5.7825,23.75
24062,13.1,10.38,9.59,6.17,8.28,24.0
24063,22.35,9.18,10.93,6.96,9.03,28.0
24064,10.030000000000001,12.34,15.32,16.7625,19.9325,46.75
24065,9.348,10.872,15.129999999999999,17.544,20.994,47.2
24066,9.722,9.736,14.416,16.511999999999997,22.810000000000002,47.8
24067,9.306666666666667,9.566666666666668,16.126666666666665,12.976666666666667,17.286666666666665,41.666666666666664
24068,19.25,12.25,11.91,11.42,21.66,40.0
24069,13.285,11.21,15.030000000000001,17.064999999999998,17.83,45.0
24070,10.81,11.426666666666668,17.03666666666667,16.3,20.05333333333333,48.0
24072,9.25,11.26,15.13,14.095,22.36,47.0
24073,14.655454545454546,12.006363636363638,12.939090909090908,12.144545454545455,15.933636363636362,38.36363636363637
24076,6.52,12.71,14.94,19.87,24.34,52.0
24077,8.44,11.19,15.28,16.09,19.07,44.0
24078,10.42,15.39,17.485,12.39,19.75,43.5
24079,8.9075,11.690000000000001,16.1575,14.650000000000002,19.96,45.75
24082,10.665,10.235,15.805,12.41,24.145000000000003,47.0
24083,8.35,10.04,16.01,15.38,23.87,48.0
24084,11.405000000000001,12.309999999999997,15.214999999999998,13.67,22.433333333333334,45.333333333333336
24085,9.040000000000001,10.855,12.27,17.86,24.165,49.5
24086,10.71,12.29,14.09,19.7,22.43,49.0
24087,12.366666666666667,13.42,15.653333333333334,15.226666666666667,15.796666666666667,43.666666666666664
24088,8.96,9.190000000000001,14.825,14.280000000000001,20.82,41.75
24089,9.419999999999998,10.598,15.836000000000002,14.296000000000001,23.956000000000003,47.8
24090,9.314,9.434,14.581999999999999,18.016,22.594,49.0
24091,9.028,10.404,14.164000000000001,14.528,22.706,44.2
24092,9.956666666666665,9.963333333333333,13.74,16.77,23.13,44.333333333333336
24093,13.21,9.22,12.7,9.88,19.47,40.0
24095,10.442000000000002,10.062000000000001,15.996,17.346,21.14,47.6
24101,9.993333333333334,10.463333333333333,15.876666666666665,14.959999999999999,23.623333333333335,48.333333333333336
24102,9.576666666666666,9.133333333333335,14.856666666666667,13.423333333333334,17.76,41.333333333333336
24104,7.223333333333333,10.453333333333333,14.703333333333333,18.73333333333333,26.856666666666666,49.333333333333336
24105,11.535,8.66,15.465,16.825,23.585,47.5
24111,19.94,10.42,13.84,14.97,15.86,37.0
24112,10.187222222222223,10.935555555555556,14.479444444444445,14.671666666666665,21.26722222222222,44.77777777777778
24120,8.765,10.65,14.294999999999998,17.0475,25.6175,48.0
24121,8.483333333333333,10.113333333333335,14.46888888888889,17.896666666666665,26.244444444444447,50.55555555555556
24122,10.756666666666666,10.953333333333333,14.576666666666668,16.09,23.55333333333333,48.333333333333336
24124,11.046666666666667,13.073333333333332,15.473333333333334,11.82,20.506666666666664,43.666666666666664
24126,14.72,13.39,14.81,15.96,17.52,45.0
24127,12.11,10.74,14.125,14.149999999999999,24.17,49.0
24128,12.931999999999999,10.74,15.172,17.462,20.022,46.2
24129,9.3,2.88,2.69,5.17,2.56,21.0
24130,7.45,9.66,13.5,20.54,23.15,49.0
24131,13.59,9.43,17.21,13.12,23.16,48.0
24132,9.3,2.88,2.69,5.17,2.56,21.0
24133,9.306666666666667,10.266666666666667,14.453333333333333,14.026666666666666,25.80333333333333,46.0
24134,10.9625,12.8775,15.1275,13.790000000000001,20.9875,45.0
24136,10.815000000000001,11.135,14.79,19.905,21.59,49.0
24137,8.202499999999999,9.5625,13.6525,17.99,24.955,48.5
24138,12.24,12.476666666666667,16.89,14.64,15.99,44.666666666666664
24139,7.116666666666666,9.473333333333334,13.196666666666665,19.44,28.58,50.333333333333336
24141,11.957777777777778,10.036666666666667,12.976666666666667,14.07,15.911111111111113,39.333333333333336
24142,9.3,2.88,2.69,5.17,2.56,21.0
24146,16.48,11.8,13.16,13.46,14.35,37.0
24147,13.21,9.22,12.7,9.88,19.47,40.0
24148,10.13,9.79,14.466,16.726,21.631999999999998,46.8
24149,12.107500000000002,12.200000000000001,15.632499999999999,16.47,18.0225,44.25
24150,11.96,10.754999999999999,13.395,14.79,20.95,44.5
24151,12.47,10.258333333333335,14.693333333333333,15.205,18.766666666666666,42.833333333333336
24153,11.251999999999999,10.939,14.374,15.071000000000002,19.610999999999997,44.5
24155,11.96,11.84,17.66,12.96,17.73,46.0
24161,8.53,9.76,12.69,19.27,22.88,50.0
24162,11.627500000000001,12.567499999999999,16.875,13.5775,16.315,44.25
24165,8.9225,10.27,16.75,14.184999999999999,23.215000000000003,48.0
24167,9.365,13.899999999999999,15.459999999999999,16.09,22.18,47.5
24168,11.33,8.29,11.21,17.17,27.82,51.0
24171,9.225,10.2675,15.2075,15.282499999999999,25.717499999999998,48.75
24174,10.634999999999998,10.9575,14.482500000000002,16.71,22.345,47.75
24175,9.876666666666667,10.741666666666667,15.923333333333334,16.453333333333333,20.42,47.5
24176,6.694999999999999,9.045,14.030000000000001,18.425,27.520000000000003,48.0
24177,9.05,7.89,14.28,16.44,30.24,49.0
24179,11.990000000000002,11.49625,14.41875,14.63375,19.991249999999997,43.625
24184,9.97,9.924999999999999,13.2,17.85,24.520000000000003,48.5
24185,9.05,7.89,14.28,16.44,30.24,49.0
24201,13.245000000000001,12.5925,12.705,13.79,19.919999999999998,42.25
24202,11.59,10.09,15.171428571428569,14.629999999999999,22.337142857142855,46.142857142857146
24203,14.94,8.82,11.12,12.74,17.27,40.0
24209,14.94,8.82,11.12,12.74,17.27,40.0
24210,11.171428571428569,11.569999999999999,13.317142857142857,15.718571428571428,21.051428571428573,44.42857142857143
24211,8.881666666666666,11.968333333333334,13.56,15.423333333333332,23.631666666666664,46.5
24212,22.65,15.55,12.22,13.68,14.43,39.0
24215,11.35,12.78,11.28,15.49,17.22,39.0
24216,10.024999999999999,11.945,13.135,15.05,19.38,41.5
24217,12.823333333333332,10.83,14.38,14.293333333333331,21.373333333333335,46.0
24218,13.27,9.24,12.84,13.66,21.79,41.0
24219,11.406,14.592000000000002,12.736,15.95,16.43,41.8
24220,13.71,10.745000000000001,13.95,14.945,20.545,45.5
24221,10.28,12.52,15.48,13.83,20.509999999999998,44.0
24224,11.76,11.673333333333334,13.873333333333333,15.209999999999999,23.150000000000002,47.0
24225,11.742,11.998000000000001,14.108,14.297999999999998,19.381999999999998,43.6
24226,11.696666666666667,12.873333333333333,14.229999999999999,14.566666666666668,19.546666666666667,44.333333333333336
24228,10.93,12.176666666666668,12.799999999999999,15.923333333333334,21.403333333333332,43.666666666666664
24230,11.367142857142857,12.544285714285715,12.314285714285715,14.802857142857144,19.25857142857143,41.714285714285715
24236,10.6525,13.075,14.3275,14.03,20.5625,44.25
24237,12.205,13.67,13.09,15.165,20.98,46.0
24239,11.05,11.0,15.24,12.99,23.03,47.0
24243,9.43,14.61,13.684999999999999,16.25,16.65,43.0
24244,9.354,12.23,14.860000000000003,15.578000000000003,20.741999999999997,45.0
24245,9.165,10.57,14.16,18.55,21.835,46.0
24246,15.82,20.4,10.73,14.43,14.58,39.0
24248,7.89,11.51,15.17,17.93,28.98,51.0
24250,10.46,10.976666666666667,13.449999999999998,16.993333333333336,20.686666666666667,43.666666666666664
24251,10.661666666666667,11.671666666666667,14.245,15.271666666666667,22.764999999999997,46.333333333333336
24256,11.112,11.666,13.038,16.314,22.622000000000003,46.0
24258,10.805,7.654999999999999,17.560000000000002,15.600000000000001,22.695,50.5
24260,10.115,12.456666666666665,14.128333333333332,16.31,18.97833333333333,44.0
24263,15.413333333333332,11.793333333333335,14.25,13.943333333333333,18.736666666666668,40.666666666666664
24265,10.98,14.25,12.35,19.37,14.28,41.0
24266,10.95,11.863999999999999,13.804000000000002,15.48,21.402,45.4
24269,10.465,14.809999999999999,13.64,13.95,19.73,44.0
24270,12.21,6.02,16.68,20.03,19.24,49.0
24271,9.873333333333333,9.286666666666667,16.33,16.58666666666667,23.75333333333333,50.0
24272,13.26,12.49,12.49,14.09,21.91,46.0
24273,12.315999999999999,10.190000000000001,14.745999999999999,14.268,17.794,41.2
24277,13.02,12.919999999999998,14.024000000000001,14.866000000000003,17.901999999999997,41.6
24279,15.5275,10.47,16.035,12.1875,16.5225,40.0
24280,9.735,12.149999999999999,13.7,15.884999999999998,18.78,43.0
24281,10.506666666666666,10.903333333333334,14.893333333333333,14.886666666666665,23.356666666666666,44.666666666666664
24282,12.125,11.745000000000001,12.594999999999999,16.515,18.035,41.0
24283,11.44,12.020000000000001,13.423333333333332,15.473333333333334,21.826666666666668,45.833333333333336
24290,11.195,12.01,15.415000000000001,13.030000000000001,26.405,50.5
24292,10.370000000000001,10.54,14.885,13.329999999999998,24.21,46.0
24293,14.323333333333332,10.595,14.620000000000003,13.148333333333332,17.363333333333333,40.333333333333336
24301,11.18,11.818333333333333,14.871666666666664,15.726666666666667,21.75,46.0
24311,14.116666666666665,11.283333333333331,14.296666666666667,16.28,19.106666666666666,45.0
24312,13.552500000000002,9.845,14.754999999999999,15.2075,22.09,45.0
24313,12.075,9.785,14.864999999999998,18.13,21.65,44.5
24314,10.342500000000001,12.9275,15.0425,13.11,22.2075,44.0
24315,10.13,14.453333333333333,15.396666666666667,14.226666666666668,22.2,45.333333333333336
24316,10.385,12.114999999999998,11.555,16.475,17.38,40.5
24317,7.8549999999999995,12.285,13.399999999999999,19.65,21.575,49.5
24318,13.35,12.515,11.525,16.515,21.43,44.0
24319,11.168333333333335,13.478333333333333,12.691666666666668,13.949999999999998,20.68,42.833333333333336
24322,13.695,11.245000000000001,15.969999999999999,16.064999999999998,18.33,45.0
24323,12.14,10.07,15.75,16.455,19.795,45.5
24324,10.073333333333332,14.100000000000001,14.089999999999998,16.263333333333332,18.406666666666666,43.666666666666664
24325,10.3,7.27,16.185000000000002,14.385,26.14,49.0
24326,9.703333333333333,11.33,17.243333333333336,15.76,24.636666666666667,48.333333333333336
24327,6.34,9.32,10.21,13.89,14.24,33.0
24328,7.847999999999999,12.132,13.988,17.261999999999997,23.134,48.0
24330,12.666666666666666,12.83,15.363333333333335,15.483333333333334,22.763333333333332,47.333333333333336
24333,9.325714285714286,12.762857142857143,13.718571428571426,16.071428571428573,23.361428571428572,47.0
24340,9.42,12.801428571428573,12.657142857142858,13.970000000000002,20.025714285714283,42.42857142857143
24343,11.258571428571429,10.424285714285714,14.679999999999998,15.821428571428571,23.369999999999997,46.714285714285715
24347,11.203333333333333,9.176666666666668,17.233333333333334,17.796666666666667,21.766666666666666,48.333333333333336
24348,10.135,12.555,16.405,15.45,23.435000000000002,47.0
24350,12.135000000000002,11.3925,14.4475,16.197499999999998,22.6875,46.25
24351,7.32,13.535,13.1,18.195,20.22,46.5
24352,9.745000000000001,11.0,13.98,15.94,23.945,45.5
24354,12.147499999999999,11.754999999999999,14.295000000000002,15.085,21.19875,45.25
24360,11.432500000000001,11.5,14.252500000000001,15.559999999999999,21.1075,45.0
24361,9.238333333333333,11.558333333333335,13.598333333333334,14.5,19.536666666666665,42.666666666666664
24363,6.5,9.135000000000002,16.975,16.405,29.17,50.5
24366,11.185,13.925,14.68,15.100000000000001,22.335,45.0
24368,12.51,10.714000000000002,14.463999999999999,15.542000000000002,20.184,46.4
24370,11.549999999999999,11.3,13.225,16.12,18.947499999999998,43.75
24374,13.925,9.129999999999999,16.095,17.244999999999997,18.73,47.0
24375,13.075,11.254999999999999,16.14,16.075,20.36,45.5
24377,12.405000000000001,12.14,13.184999999999999,13.895,18.284999999999997,42.0
24378,8.4,10.436666666666667,16.256666666666664,15.74,26.13,47.333333333333336
24380,10.1575,8.705,14.9775,15.8975,25.9775,47.75
24381,11.88,12.106666666666667,14.42,15.016666666666666,22.63,45.333333333333336
24382,11.261666666666668,12.146666666666667,14.58,15.288333333333332,20.076666666666664,44.833333333333336
24401,12.435,11.417499999999999,13.496249999999998,14.671250000000002,19.92875,43.0625
24402,15.879999999999999,15.3,11.035,13.82,21.715,43.0
24411,17.13,17.54,20.49,17.49,12.06,44.0
24412,14.32,10.43,15.02,17.48,19.69,47.0
24413,8.63,6.96,10.7,21.36,36.77,61.0
